Sexo;Comunidad autónoma y provincia de residencia;País de nacionalidad;Unidades de medida;Total
Ambos sexos;09 Burgos;Honduras;Edad media;29,8
Ambos sexos;09 Burgos;Nicaragua;Edad media;33,1
Ambos sexos;09 Burgos;Panamá;Edad media;31,59
Ambos sexos;09 Burgos;República Dominicana;Edad media;32,57
Ambos sexos;09 Burgos;Argentina;Edad media;36,29
Ambos sexos;09 Burgos;Bolivia;Edad media;37,22
Ambos sexos;09 Burgos;Brasil;Edad media;35,25
Ambos sexos;09 Burgos;Colombia;Edad media;34,43
Ambos sexos;09 Burgos;Chile;Edad media;40,05
Ambos sexos;09 Burgos;Ecuador;Edad media;36,62
Ambos sexos;09 Burgos;Paraguay;Edad media;32,69
Ambos sexos;09 Burgos;Perú;Edad media;34,92
Ambos sexos;09 Burgos;Uruguay;Edad media;37,83
Ambos sexos;09 Burgos;Venezuela;Edad media;33,29
Ambos sexos;09 Burgos;Otros países de América;Edad media;36,13
Ambos sexos;09 Burgos;Bangladesh;Edad media;27,57
Ambos sexos;09 Burgos;China;Edad media;31,11
Ambos sexos;09 Burgos;Filipinas;Edad media;30,61
Ambos sexos;09 Burgos;India;Edad media;29,53
Ambos sexos;09 Burgos;Indonesia;Edad media;38,57
Ambos sexos;09 Burgos;Iraq;Edad media;22,6
Ambos sexos;09 Burgos;Irán;Edad media;42,19
Ambos sexos;09 Burgos;Israel;Edad media;40,83
Ambos sexos;09 Burgos;Japón;Edad media;40,3
Ambos sexos;09 Burgos;Jordania;Edad media;35,63
Ambos sexos;09 Burgos;Líbano;Edad media;47,34
Ambos sexos;09 Burgos;Nepal;Edad media;33,41
Ambos sexos;09 Burgos;Pakistán;Edad media;31,02
Ambos sexos;09 Burgos;Corea;Edad media;41,39
Ambos sexos;09 Burgos;Siria;Edad media;26,06
Ambos sexos;09 Burgos;Tailandia;Edad media;32,75
Ambos sexos;09 Burgos;Turquía;Edad media;45,47
Ambos sexos;09 Burgos;Vietnam;Edad media;28,6
Ambos sexos;09 Burgos;Kazajstán;Edad media;36,87
Ambos sexos;09 Burgos;Otros países de Asia;Edad media;26,38
Ambos sexos;09 Burgos;Australia;Edad media;50,73
Ambos sexos;09 Burgos;Apátridas;Edad media;50,8
Ambos sexos;09 Burgos;Otros países de Oceanía;Edad media;37,87
Ambos sexos;24 León;Total;Edad media;49,42
Ambos sexos;24 León;Albania;Edad media;31,97
Ambos sexos;24 León;Austria;Edad media;36,52
Ambos sexos;24 León;Bélgica;Edad media;51,62
Ambos sexos;24 León;Bulgaria;Edad media;37,87
Ambos sexos;24 León;Dinamarca;Edad media;36,39
Ambos sexos;24 León;España;Edad media;50,02
Ambos sexos;24 León;Finlandia;Edad media;35,29
Ambos sexos;24 León;Francia;Edad media;46,24
Ambos sexos;24 León;Grecia;Edad media;42,74
Ambos sexos;24 León;Hungría;Edad media;44,26
Ambos sexos;24 León;Irlanda;Edad media;41,86
Ambos sexos;24 León;Italia;Edad media;43,86
Ambos sexos;24 León;Noruega;Edad media;51,89
Ambos sexos;24 León;Países Bajos;Edad media;46,08
Ambos sexos;24 León;Polonia;Edad media;40,13
Ambos sexos;24 León;Portugal;Edad media;47,84
Ambos sexos;24 León;Andorra;Edad media;24,36
Ambos sexos;24 León;Reino Unido;Edad media;44,02
Ambos sexos;24 León;Alemania;Edad media;45,08
Ambos sexos;24 León;Rumanía;Edad media;34,66
Ambos sexos;24 León;Suecia;Edad media;38,79
Ambos sexos;24 León;Suiza;Edad media;56,4
Ambos sexos;24 León;Ucrania;Edad media;40,23
Ambos sexos;24 León;Letonia;Edad media;28,46
Ambos sexos;24 León;Moldavia;Edad media;41,94
Ambos sexos;24 León;Belarús;Edad media;27,54
Ambos sexos;24 León;Georgia;Edad media;32,62
Ambos sexos;24 León;Estonia;Edad media;32,02
Ambos sexos;24 León;Lituania;Edad media;40,73
Ambos sexos;24 León;República Checa;Edad media;43,63
Ambos sexos;24 León;República Eslovaca;Edad media;41,06
Ambos sexos;24 León;Croacia;Edad media;34,17
Ambos sexos;24 León;Armenia;Edad media;44,04
Ambos sexos;24 León;Rusia;Edad media;41
Ambos sexos;24 León;Serbia;Edad media;38,48
Ambos sexos;24 León;Otros países de Europa;Edad media;32,61
Ambos sexos;24 León;Angola;Edad media;39,92
Ambos sexos;24 León;Argelia;Edad media;34,77
Ambos sexos;24 León;Cabo Verde;Edad media;45,9
Ambos sexos;24 León;Camerún;Edad media;31,62
Ambos sexos;24 León;Costa de Marfil;Edad media;31,27
Ambos sexos;24 León;Egipto;Edad media;36,47
Ambos sexos;24 León;Etiopía;Edad media;23,8
Ambos sexos;24 León;Gambia;Edad media;35,85
Ambos sexos;24 León;Ghana;Edad media;30,65
Ambos sexos;24 León;Guinea;Edad media;28,99
Ambos sexos;24 León;Guinea-Bissau;Edad media;27,58
Ambos sexos;24 León;Guinea Ecuatorial;Edad media;26,59
Ambos sexos;24 León;Mali;Edad media;28,63
Ambos sexos;24 León;Marruecos;Edad media;31,79
Ambos sexos;24 León;Mauritania;Edad media;34,18
Ambos sexos;24 León;Nigeria;Edad media;35,7
Ambos sexos;24 León;Sudáfrica;Edad media;56,72
Ambos sexos;24 León;Senegal;Edad media;35,96
Ambos sexos;24 León;Túnez;Edad media;31,17
Ambos sexos;24 León;Otros países de África;Edad media;30,76
Ambos sexos;24 León;Canadá;Edad media;37,95
Ambos sexos;24 León;Estados Unidos de América;Edad media;42,23
Ambos sexos;24 León;México;Edad media;39,55
Ambos sexos;24 León;Costa Rica;Edad media;32,25
Ambos sexos;24 León;Cuba;Edad media;39,88
Ambos sexos;24 León;El Salvador;Edad media;32,71
Ambos sexos;24 León;Guatemala;Edad media;37,52
Ambos sexos;24 León;Honduras;Edad media;30,22
Ambos sexos;24 León;Nicaragua;Edad media;28,44
Ambos sexos;24 León;Panamá;Edad media;26,59
Ambos sexos;24 León;República Dominicana;Edad media;32,9
Ambos sexos;24 León;Argentina;Edad media;41,08
Ambos sexos;24 León;Bolivia;Edad media;32,66
Ambos sexos;24 León;Brasil;Edad media;35,28
Ambos sexos;24 León;Colombia;Edad media;35,35
Ambos sexos;24 León;Chile;Edad media;38,65
Ambos sexos;24 León;Ecuador;Edad media;35,7
Ambos sexos;24 León;Paraguay;Edad media;32,75
Ambos sexos;24 León;Perú;Edad media;34,4
Ambos sexos;24 León;Uruguay;Edad media;41,31
Ambos sexos;24 León;Venezuela;Edad media;34,78
Ambos sexos;24 León;Otros países de América;Edad media;32,51
Ambos sexos;24 León;Bangladesh;Edad media;32,09
Ambos sexos;24 León;China;Edad media;30,36
Ambos sexos;24 León;Filipinas;Edad media;37,85
Ambos sexos;24 León;India;Edad media;34,25
Ambos sexos;24 León;Indonesia;Edad media;46,56
Ambos sexos;24 León;Iraq;Edad media;37,62
Ambos sexos;24 León;Irán;Edad media;37,65
Ambos sexos;24 León;Israel;Edad media;42,94
Ambos sexos;24 León;Japón;Edad media;37,33
Ambos sexos;24 León;Jordania;Edad media;36,41
Ambos sexos;24 León;Líbano;Edad media;33,9
Ambos sexos;24 León;Nepal;Edad media;29,68
Ambos sexos;24 León;Pakistán;Edad media;32,17
Ambos sexos;24 León;Corea;Edad media;44,73
Ambos sexos;24 León;Siria;Edad media;25,09
Ambos sexos;24 León;Tailandia;Edad media;43,11
Ambos sexos;24 León;Turquía;Edad media;31,23
Ambos sexos;24 León;Vietnam;Edad media;25,02
Ambos sexos;24 León;Kazajstán;Edad media;27,79
Ambos sexos;24 León;Otros países de Asia;Edad media;27,99
Ambos sexos;24 León;Australia;Edad media;41,29
Ambos sexos;24 León;Apátridas;Edad media;32,54
Ambos sexos;24 León;Otros países de Oceanía;Edad media;47,19
Ambos sexos;34 Palencia;Total;Edad media;48,42
Ambos sexos;34 Palencia;Albania;Edad media;0
Ambos sexos;34 Palencia;Austria;Edad media;62,58
Ambos sexos;34 Palencia;Bélgica;Edad media;52,44
Ambos sexos;34 Palencia;Bulgaria;Edad media;37,51
Ambos sexos;34 Palencia;Dinamarca;Edad media;0
Ambos sexos;34 Palencia;España;Edad media;49,11
Ambos sexos;34 Palencia;Finlandia;Edad media;0
Ambos sexos;34 Palencia;Francia;Edad media;53,11
Ambos sexos;34 Palencia;Grecia;Edad media;52,62
Ambos sexos;34 Palencia;Hungría;Edad media;44,23
Ambos sexos;34 Palencia;Irlanda;Edad media;48,13
Ambos sexos;34 Palencia;Italia;Edad media;44,02
Ambos sexos;34 Palencia;Noruega;Edad media;0
Ambos sexos;34 Palencia;Países Bajos;Edad media;56,8
Ambos sexos;34 Palencia;Polonia;Edad media;39,79
Ambos sexos;34 Palencia;Portugal;Edad media;42,44
Ambos sexos;34 Palencia;Andorra;Edad media;0
Ambos sexos;34 Palencia;Reino Unido;Edad media;44,24
Ambos sexos;34 Palencia;Alemania;Edad media;44,37
Ambos sexos;34 Palencia;Rumanía;Edad media;35,67
Ambos sexos;34 Palencia;Suecia;Edad media;45,48
Ambos sexos;34 Palencia;Suiza;Edad media;55,29
Ambos sexos;34 Palencia;Ucrania;Edad media;40,28
Ambos sexos;34 Palencia;Letonia;Edad media;35,6
Ambos sexos;34 Palencia;Moldavia;Edad media;33,6
Ambos sexos;34 Palencia;Belarús;Edad media;32,83
Ambos sexos;34 Palencia;Georgia;Edad media;25,3
Ambos sexos;34 Palencia;Estonia;Edad media;29,69
Ambos sexos;34 Palencia;Lituania;Edad media;36,21
Ambos sexos;34 Palencia;República Checa;Edad media;40,12
Ambos sexos;34 Palencia;República Eslovaca;Edad media;37,59
Ambos sexos;34 Palencia;Croacia;Edad media;42,88
Ambos sexos;34 Palencia;Armenia;Edad media;45,92
Ambos sexos;34 Palencia;Rusia;Edad media;31,97
Ambos sexos;34 Palencia;Serbia;Edad media;33,89
Ambos sexos;34 Palencia;Otros países de Europa;Edad media;2,44
Ambos sexos;34 Palencia;Angola;Edad media;57,71
Ambos sexos;34 Palencia;Argelia;Edad media;30,46
Ambos sexos;34 Palencia;Cabo Verde;Edad media;57,28
Ambos sexos;34 Palencia;Camerún;Edad media;29,67
Ambos sexos;34 Palencia;Costa de Marfil;Edad media;0
Ambos sexos;34 Palencia;Egipto;Edad media;36,28
Ambos sexos;34 Palencia;Etiopía;Edad media;24,08
Ambos sexos;34 Palencia;Gambia;Edad media;0
Ambos sexos;34 Palencia;Ghana;Edad media;30,87
Ambos sexos;34 Palencia;Guinea;Edad media;27,91
Ambos sexos;34 Palencia;Guinea-Bissau;Edad media;21,78
Ambos sexos;34 Palencia;Guinea Ecuatorial;Edad media;28,89
Ambos sexos;34 Palencia;Mali;Edad media;28,07
Ambos sexos;34 Palencia;Marruecos;Edad media;28,33
Ambos sexos;34 Palencia;Mauritania;Edad media;0
Ambos sexos;34 Palencia;Nigeria;Edad media;25,6
Ambos sexos;34 Palencia;Sudáfrica;Edad media;29,69
Ambos sexos;34 Palencia;Senegal;Edad media;33,01
Ambos sexos;34 Palencia;Túnez;Edad media;0
Ambos sexos;34 Palencia;Otros países de África;Edad media;34,9
Ambos sexos;34 Palencia;Canadá;Edad media;56,65
Ambos sexos;34 Palencia;Estados Unidos de América;Edad media;36,85
Ambos sexos;34 Palencia;México;Edad media;39,83
Ambos sexos;34 Palencia;Costa Rica;Edad media;30,43
Ambos sexos;34 Palencia;Cuba;Edad media;36,35
Ambos sexos;34 Palencia;El Salvador;Edad media;23,96
Ambos sexos;34 Palencia;Guatemala;Edad media;32,4
Ambos sexos;34 Palencia;Honduras;Edad media;29,7
Ambos sexos;34 Palencia;Nicaragua;Edad media;37,24
Ambos sexos;34 Palencia;Panamá;Edad media;25,11
Ambos sexos;34 Palencia;República Dominicana;Edad media;33,12
Ambos sexos;34 Palencia;Argentina;Edad media;33,94
Ambos sexos;34 Palencia;Bolivia;Edad media;32,36
Ambos sexos;34 Palencia;Brasil;Edad media;32,75
Ambos sexos;34 Palencia;Colombia;Edad media;34,81
Ambos sexos;34 Palencia;Chile;Edad media;39,21
Ambos sexos;34 Palencia;Ecuador;Edad media;36,46
Ambos sexos;34 Palencia;Paraguay;Edad media;33,34
Ambos sexos;34 Palencia;Perú;Edad media;34,59
Ambos sexos;34 Palencia;Uruguay;Edad media;43,88
Ambos sexos;34 Palencia;Venezuela;Edad media;35,93
Ambos sexos;34 Palencia;Otros países de América;Edad media;35,08
Ambos sexos;34 Palencia;Bangladesh;Edad media;30,12
Ambos sexos;34 Palencia;China;Edad media;31,7
Ambos sexos;34 Palencia;Filipinas;Edad media;36,08
Ambos sexos;34 Palencia;India;Edad media;38,79
Ambos sexos;34 Palencia;Indonesia;Edad media;21,32
Ambos sexos;34 Palencia;Iraq;Edad media;0
Ambos sexos;34 Palencia;Irán;Edad media;42,61
Ambos sexos;34 Palencia;Israel;Edad media;18,89
Ambos sexos;34 Palencia;Japón;Edad media;0
Ambos sexos;34 Palencia;Jordania;Edad media;0
Ambos sexos;34 Palencia;Líbano;Edad media;0
Ambos sexos;34 Palencia;Nepal;Edad media;37,26
Ambos sexos;34 Palencia;Pakistán;Edad media;29,69
Ambos sexos;34 Palencia;Corea;Edad media;49,53
Ambos sexos;34 Palencia;Siria;Edad media;28,39
Ambos sexos;34 Palencia;Tailandia;Edad media;44,34
Ambos sexos;34 Palencia;Turquía;Edad media;32,22
Ambos sexos;34 Palencia;Vietnam;Edad media;26,12
Ambos sexos;34 Palencia;Kazajstán;Edad media;32
Ambos sexos;34 Palencia;Otros países de Asia;Edad media;26,71
Ambos sexos;34 Palencia;Australia;Edad media;26,12
Ambos sexos;34 Palencia;Apátridas;Edad media;0
Ambos sexos;34 Palencia;Otros países de Oceanía;Edad media;46,22
Ambos sexos;37 Salamanca;Total;Edad media;48,48
Ambos sexos;37 Salamanca;Albania;Edad media;30,78
Ambos sexos;37 Salamanca;Austria;Edad media;38,05
Ambos sexos;37 Salamanca;Bélgica;Edad media;42,78
Ambos sexos;37 Salamanca;Bulgaria;Edad media;38,13
Ambos sexos;37 Salamanca;Dinamarca;Edad media;41,7
Ambos sexos;37 Salamanca;España;Edad media;49,13
Ambos sexos;37 Salamanca;Finlandia;Edad media;46,82
Ambos sexos;37 Salamanca;Francia;Edad media;45,56
Ambos sexos;37 Salamanca;Grecia;Edad media;30,95
Ambos sexos;37 Salamanca;Hungría;Edad media;26,9
Ambos sexos;37 Salamanca;Irlanda;Edad media;31,06
Ambos sexos;37 Salamanca;Italia;Edad media;39,06
Ambos sexos;37 Salamanca;Noruega;Edad media;37,75
Ambos sexos;37 Salamanca;Países Bajos;Edad media;44,91
Ambos sexos;37 Salamanca;Polonia;Edad media;34,74
Ambos sexos;37 Salamanca;Portugal;Edad media;43,29
Ambos sexos;37 Salamanca;Andorra;Edad media;28,83
Ambos sexos;37 Salamanca;Reino Unido;Edad media;44,03
Ambos sexos;37 Salamanca;Alemania;Edad media;50,3
Ambos sexos;37 Salamanca;Rumanía;Edad media;32,96
Ambos sexos;37 Salamanca;Suecia;Edad media;39,75
Ambos sexos;37 Salamanca;Suiza;Edad media;55,07
Ambos sexos;37 Salamanca;Ucrania;Edad media;38,98
Ambos sexos;37 Salamanca;Letonia;Edad media;33,14
Ambos sexos;37 Salamanca;Moldavia;Edad media;38,99
Ambos sexos;37 Salamanca;Belarús;Edad media;21,82
Ambos sexos;37 Salamanca;Georgia;Edad media;25,84
Ambos sexos;37 Salamanca;Estonia;Edad media;39,68
Ambos sexos;37 Salamanca;Lituania;Edad media;41,44
Ambos sexos;37 Salamanca;República Checa;Edad media;36,38
Ambos sexos;37 Salamanca;República Eslovaca;Edad media;34,14
Ambos sexos;37 Salamanca;Croacia;Edad media;39,99
Ambos sexos;37 Salamanca;Armenia;Edad media;70,94
Ambos sexos;37 Salamanca;Rusia;Edad media;42,09
Ambos sexos;37 Salamanca;Serbia;Edad media;40,73
Ambos sexos;37 Salamanca;Otros países de Europa;Edad media;32,53
Ambos sexos;37 Salamanca;Angola;Edad media;33,73
Ambos sexos;37 Salamanca;Argelia;Edad media;32,6
Ambos sexos;37 Salamanca;Cabo Verde;Edad media;32,93
Ambos sexos;37 Salamanca;Camerún;Edad media;34,81
Ambos sexos;37 Salamanca;Costa de Marfil;Edad media;31,03
Ambos sexos;37 Salamanca;Egipto;Edad media;31,86
Ambos sexos;37 Salamanca;Etiopía;Edad media;50,28
Ambos sexos;37 Salamanca;Gambia;Edad media;43,38
Ambos sexos;37 Salamanca;Ghana;Edad media;33,32
Ambos sexos;37 Salamanca;Guinea;Edad media;26,21
Ambos sexos;37 Salamanca;Guinea-Bissau;Edad media;54,41
Ambos sexos;37 Salamanca;Guinea Ecuatorial;Edad media;23,05
Ambos sexos;37 Salamanca;Mali;Edad media;33,78
Ambos sexos;37 Salamanca;Marruecos;Edad media;33,25
Ambos sexos;37 Salamanca;Mauritania;Edad media;44,85
Ambos sexos;37 Salamanca;Nigeria;Edad media;34,1
Ambos sexos;37 Salamanca;Sudáfrica;Edad media;33,72
Ambos sexos;37 Salamanca;Senegal;Edad media;30,08
Ambos sexos;37 Salamanca;Túnez;Edad media;36,12
Ambos sexos;37 Salamanca;Otros países de África;Edad media;31,49
Ambos sexos;37 Salamanca;Canadá;Edad media;51,34
Ambos sexos;37 Salamanca;Estados Unidos de América;Edad media;43,24
Ambos sexos;37 Salamanca;México;Edad media;32,32
Ambos sexos;37 Salamanca;Costa Rica;Edad media;36,58
Ambos sexos;37 Salamanca;Cuba;Edad media;39,71
Ambos sexos;37 Salamanca;El Salvador;Edad media;28,37
Ambos sexos;37 Salamanca;Guatemala;Edad media;31,53
Ambos sexos;37 Salamanca;Honduras;Edad media;30,54
Ambos sexos;37 Salamanca;Nicaragua;Edad media;32,21
Ambos sexos;37 Salamanca;Panamá;Edad media;33,87
Ambos sexos;37 Salamanca;República Dominicana;Edad media;32,22
Ambos sexos;37 Salamanca;Argentina;Edad media;37,35
Ambos sexos;37 Salamanca;Bolivia;Edad media;33,66
Ambos sexos;37 Salamanca;Brasil;Edad media;35,23
Ambos sexos;37 Salamanca;Colombia;Edad media;33,94
Ambos sexos;37 Salamanca;Chile;Edad media;36,36
Ambos sexos;37 Salamanca;Ecuador;Edad media;32,94
Ambos sexos;37 Salamanca;Paraguay;Edad media;33,9
Ambos sexos;37 Salamanca;Perú;Edad media;34,69
Ambos sexos;37 Salamanca;Uruguay;Edad media;35,31
Ambos sexos;37 Salamanca;Venezuela;Edad media;34,02
Ambos sexos;37 Salamanca;Otros países de América;Edad media;39,18
Ambos sexos;37 Salamanca;Bangladesh;Edad media;31,38
Ambos sexos;37 Salamanca;China;Edad media;29,95
Ambos sexos;37 Salamanca;Filipinas;Edad media;40,41
Ambos sexos;37 Salamanca;India;Edad media;33,39
Ambos sexos;37 Salamanca;Indonesia;Edad media;46,66
Ambos sexos;37 Salamanca;Iraq;Edad media;35,74
Ambos sexos;37 Salamanca;Irán;Edad media;44,94
Ambos sexos;37 Salamanca;Israel;Edad media;58,67
Ambos sexos;37 Salamanca;Japón;Edad media;47,11
Ambos sexos;37 Salamanca;Jordania;Edad media;61,03
Ambos sexos;37 Salamanca;Líbano;Edad media;36,02
Ambos sexos;37 Salamanca;Nepal;Edad media;0
Ambos sexos;37 Salamanca;Pakistán;Edad media;31,46
Ambos sexos;37 Salamanca;Corea;Edad media;39,65
Ambos sexos;37 Salamanca;Siria;Edad media;29,65
Ambos sexos;37 Salamanca;Tailandia;Edad media;58,1
Ambos sexos;37 Salamanca;Turquía;Edad media;35,24
Ambos sexos;37 Salamanca;Vietnam;Edad media;37,79
Ambos sexos;37 Salamanca;Kazajstán;Edad media;34,29
Ambos sexos;37 Salamanca;Otros países de Asia;Edad media;35,87
Ambos sexos;37 Salamanca;Australia;Edad media;38,77
Ambos sexos;37 Salamanca;Apátridas;Edad media;38,24
Ambos sexos;37 Salamanca;Otros países de Oceanía;Edad media;76,6
Ambos sexos;40 Segovia;Total;Edad media;46,06
Ambos sexos;40 Segovia;Albania;Edad media;28,72
Ambos sexos;40 Segovia;Austria;Edad media;44,43
Ambos sexos;40 Segovia;Bélgica;Edad media;48,56
Ambos sexos;40 Segovia;Bulgaria;Edad media;36,22
Ambos sexos;40 Segovia;Dinamarca;Edad media;61,36
Ambos sexos;40 Segovia;España;Edad media;47,6
Ambos sexos;40 Segovia;Finlandia;Edad media;58,97
Ambos sexos;40 Segovia;Francia;Edad media;52,31
Ambos sexos;40 Segovia;Grecia;Edad media;46,82
Ambos sexos;40 Segovia;Hungría;Edad media;30,3
Ambos sexos;40 Segovia;Irlanda;Edad media;48,84
Ambos sexos;40 Segovia;Italia;Edad media;39,9
Ambos sexos;40 Segovia;Noruega;Edad media;44,07
Ambos sexos;40 Segovia;Países Bajos;Edad media;54,31
Ambos sexos;40 Segovia;Polonia;Edad media;35,45
Ambos sexos;40 Segovia;Portugal;Edad media;40,37
Ambos sexos;40 Segovia;Andorra;Edad media;29,18
Ambos sexos;40 Segovia;Reino Unido;Edad media;40,74
Ambos sexos;40 Segovia;Alemania;Edad media;46,61
Ambos sexos;40 Segovia;Rumanía;Edad media;33,48
Ambos sexos;40 Segovia;Suecia;Edad media;47,69
Ambos sexos;40 Segovia;Suiza;Edad media;49,3
Ambos sexos;40 Segovia;Ucrania;Edad media;36,27
Ambos sexos;40 Segovia;Letonia;Edad media;38,68
Ambos sexos;40 Segovia;Moldavia;Edad media;35,99
Ambos sexos;40 Segovia;Belarús;Edad media;29,58
Ambos sexos;40 Segovia;Georgia;Edad media;25,09
Ambos sexos;40 Segovia;Estonia;Edad media;0
Ambos sexos;40 Segovia;Lituania;Edad media;42,21
Ambos sexos;40 Segovia;República Checa;Edad media;43,18
Ambos sexos;40 Segovia;República Eslovaca;Edad media;39,14
Ambos sexos;40 Segovia;Croacia;Edad media;0
Ambos sexos;40 Segovia;Armenia;Edad media;36,39
Ambos sexos;40 Segovia;Rusia;Edad media;36,03
Ambos sexos;40 Segovia;Serbia;Edad media;35,39
Ambos sexos;40 Segovia;Otros países de Europa;Edad media;41,32
Ambos sexos;40 Segovia;Angola;Edad media;38,68
Ambos sexos;40 Segovia;Argelia;Edad media;34,52
Ambos sexos;40 Segovia;Cabo Verde;Edad media;38,42
Ambos sexos;40 Segovia;Camerún;Edad media;39,85
Ambos sexos;40 Segovia;Costa de Marfil;Edad media;16,04
Ambos sexos;40 Segovia;Egipto;Edad media;26,39
Ambos sexos;40 Segovia;Etiopía;Edad media;38,43
Ambos sexos;40 Segovia;Gambia;Edad media;30,3
Ambos sexos;40 Segovia;Ghana;Edad media;25,16
Ambos sexos;40 Segovia;Guinea;Edad media;26,29
Ambos sexos;40 Segovia;Guinea-Bissau;Edad media;0
Ambos sexos;40 Segovia;Guinea Ecuatorial;Edad media;29,28
Ambos sexos;40 Segovia;Mali;Edad media;33,26
Ambos sexos;40 Segovia;Marruecos;Edad media;31,48
Ambos sexos;40 Segovia;Mauritania;Edad media;39,5
Ambos sexos;40 Segovia;Nigeria;Edad media;35,61
Ambos sexos;40 Segovia;Sudáfrica;Edad media;40,92
Ambos sexos;40 Segovia;Senegal;Edad media;27,53
Ambos sexos;40 Segovia;Túnez;Edad media;33,66
Ambos sexos;40 Segovia;Otros países de África;Edad media;35,74
Ambos sexos;40 Segovia;Canadá;Edad media;54,59
Ambos sexos;40 Segovia;Estados Unidos de América;Edad media;46,15
Ambos sexos;40 Segovia;México;Edad media;33,82
Ambos sexos;40 Segovia;Costa Rica;Edad media;56,5
Ambos sexos;40 Segovia;Cuba;Edad media;42,32
Ambos sexos;40 Segovia;El Salvador;Edad media;29,24
